Molecule ChEMBL ID	Smiles	Standard Type	Standard Value
CHEMBL1790665	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H]1Cc2ccc(cc2)OCCCCC(=O)NC(CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C	Ki	8
CHEMBL357150	COc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3CC2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cn3cccnc3n2)C(C)(C)C)cc1	Ki	22908676528
CHEMBL3085447	CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)CC1CCCCC1)C(=O)NCc1ccccn1	Ki	22
CHEMBL15959	O=c1c2c(oc(O)c1[C@@H](c1cccc(NS(=O)(=O)c3ccc(F)cc3)c1)C1CC1)CCCCCC2	Ki	2.1
CHEMBL79149	NC(=O)c1cc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)ccc1F	Ki	0.018
CHEMBL86924	C[Si](C)(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1	Ki	600
CHEMBL36481	O=C1N[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1	Ki	970.51
CHEMBL16084	CCS(=O)(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	10
CHEMBL35642	O=C1N(Cc2ccccc2)[C@H](Cc2ccc3c(c2)CCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)CCO3)N1Cc1ccccc1	Ki	1.2
CHEMBL16572	CC(C)C(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	11
CHEMBL426121	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN1CCCCC12C(=O)Nc1ccccc12)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	1000
CHEMBL36380	O=C1N(Cc2ccccc2)C[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	2.5
CHEMBL3143731	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC	Ki	0.6
CHEMBL329699	CC(C)(C)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)c1ccc2ccccc2c1	Ki	145
CHEMBL274351	CCN(C(=O)c1ccccc1CC(O)CCc1ccccc1C(=O)N(CCO)C1(CC)CCCC1)C(C)(C)c1ccccc1	Ki	51
CHEMBL432372	CC(C)NC(=O)[C@H](Cc1ccccc1)NCC(O)[C@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1	Ki	6200
CHEMBL1790645	CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H]1Cc2ccc(cc2)OCC(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)N[C@H](C(N)=O)C(C)C	Ki	200
CHEMBL419921	CCCC(=O)c1c[nH]c([C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)n1	Ki	150
CHEMBL317654	CC(C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)OCc1ccccc1)C(=O)NCc1ccccc1	Ki	153
CHEMBL297133	NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(N)=O)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1	Ki	4800
CHEMBL64441	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(OCCO)cc1)C(=O)NC1c2ccccc2C[C@H]1O	Ki	80
CHEMBL114629	CNC(=O)[C@@H](NC(=O)[C@H](Sc1ccccc1F)[C@H](O)[C@@H](O)[C@@H](Sc1ccccc1F)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.57
CHEMBL366691	CCC[C@@]1(O)CCO[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)C1	Ki	480
CHEMBL290254	Cc1n[nH]c2ccc(CN3C(=O)N(Cc4ccc5[nH]nc(C)c5c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12	Ki	0.1
CHEMBL16359	CC(C)(C)OC(=O)NCCC(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	4
CHEMBL412382	COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)cc2c1)C(C)C)C(C)C	Ki	560
CHEMBL313237	CCN(c1ccccc1)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)C(C)(C)S(C)(=O)=O	Ki	5
CHEMBL87835	O=C(Nc1nnc(C(F)(F)F)s1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nnc(C(F)(F)F)s4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.18
CHEMBL113085	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2ccc(cc2)OCCOCCOCCNC(=O)[C@H](C(C)C)NC1=O	Ki	6.9
CHEMBL313289	COc1cccc(CN2C(=O)N(Cc3cccc(OC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	1.6
CHEMBL2111883	CCC(C1=C(O)C2CCCCC2OC1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cn2)c1	Ki	0.05
CHEMBL316147	NNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NN)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.018
CHEMBL85990	Cc1ccnc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5cc(C)ccn5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)c1	Ki	0.03
CHEMBL135810	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)c2ccccc2)C(=O)O)cc1	Ki	300
CHEMBL123186	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)Oc2ccccc2)cc1	Ki	173
CHEMBL2115172	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)N1CCC([C@H](C)NC(=O)[C@H](C)N)=CC(Cc2ccccc2)C1)C(C)C)C(C)C	Ki	3890
CHEMBL297171	CC(C)[C@@H]1NC(=O)CCCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCc2ccccc2)S(=O)(=O)c2ccc(N)cc2)NC1=O	Ki	8
CHEMBL344498	COc1ccc(CN[C@@H](C(=O)NCCC(=O)NCc2nc3ccccc3[nH]2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	46773514129
CHEMBL384437	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(F)c(F)c3)C(=O)O2)cc1	Ki	8.69
CHEMBL261900	CC(C)(C)NS(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1	Ki	12.6
CHEMBL584	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	Ki	0.14
CHEMBL163	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Ki	0.015
CHEMBL321422	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2cccc(c2)OCCOCCNC(=O)[C@H](C(C)C)NC1=O	Ki	7.6
CHEMBL315929	O=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NO)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.02
CHEMBL316445	O=C(NCC1CC1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC4CC4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.741
CHEMBL332564	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)OCC2COCO2)cc1	Ki	65
CHEMBL338734	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)COc2ccccc2)C(=O)O)cc1	Ki	18
CHEMBL288010	CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)S(=O)(=O)c1ccccc1	Ki	4
CHEMBL316433	O=C1N(Cc2ccc(C(F)(F)F)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(C(F)(F)F)cc1	Ki	51
CHEMBL116	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	Ki	0.1
CHEMBL92097	CCN(CC(C)C)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O	Ki	2.9
CHEMBL303590	O=C(NC(Cc1ccccc1)C(O)CN1CCCCCCCCCCCCOC1=O)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	14
CHEMBL116517	N=C(NO)c1cccc(CN2C(=O)N(Cc3cccc(/C(N)=N\O)c3)[C@H](CCc3ccc(F)cc3)[C@@H](O)[C@H]2Cc2ccc(F)cc2)c1	Ki	0.02004
CHEMBL332212	O=C1N(CCN2CCOCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CCN1CCOCC1	Ki	4000
CHEMBL435221	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(Cc2ccccc2F)c2ccccc2)cc1	Ki	
CHEMBL172927	CC(C)[C@@H](C(=O)N[C@H]1c2ccccc2CC1O)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1	Ki	16
CHEMBL434890	CC(C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](O)C(C)C)C(=O)NCc1ccccc1	Ki	7.94328E+11
CHEMBL85653	Cc1ccc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5ccc(C)cn5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)nc1	Ki	0.011
CHEMBL135365	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@H](CO)CCCCNC(=O)CN(c2ccccc2)c2ccccc2)cc1	Ki	12
CHEMBL280046	O=C(Nc1nncs1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nncs4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.11
CHEMBL115	CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	47
CHEMBL178427	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OC2c3ccccc3-c3ccccc32)c2nnn[nH]2)cc1	Ki	300
CHEMBL420042	CC(C)CCCCCN1C(=O)N(CCCCCC(C)C)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	110
CHEMBL16400	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2	Ki	3
CHEMBL69632	O=C1N(Cc2ccccc2)[C@H](CC2CCCCC2)[C@H](O)[C@@H](O)[C@@H](CC2CCCCC2)N1Cc1ccccc1	Ki	28
CHEMBL422458	CC(C)CN([C@H](CO)CCCCNC(=O)CN(Cc1ccccc1F)c1ccccc1)S(=O)(=O)c1ccc(N)cc1	Ki	2.3
CHEMBL78949	O=C1N(Cc2cccc(Cn3ccnn3)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1	Ki	0.11
CHEMBL40760	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCc1nc2ccccc2[nH]1)[C@@H](C)CC)C(=O)NCc1nc2ccccc2[nH]1	Ki	3.5
CHEMBL3350192	CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1)C(=O)NCc1ccccn1	Ki	2
CHEMBL307682	CNCCCCC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1	Ki	360
CHEMBL16349	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2	Ki	1.9
CHEMBL407802			
CHEMBL36581	Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccccc4)[C@H](CCc4ccccc4)[C@@H](O)[C@H]3Cc3ccccc3)cc12	Ki	0.2818
CHEMBL161243	COC(=O)[C@@H](/N=C(\S)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(C)C)C(C)C	Ki	3400
CHEMBL584	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	Ki	27
CHEMBL214961	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@@H](CCCN)OC[C@@H]2Cc2ccccc2)cc1	Ki	5800
CHEMBL176353	CCC(C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1OCCOc1ccccc1)C(=O)NCc1nc2ccccc2[nH]1	Ki	8
CHEMBL3350610	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@H](C)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	0.66
CHEMBL142282	CCCC1(CCc2ccccc2)CC(=O)C(C(c2ccccc2)C2CC2)=C(O)O1	Ki	64
CHEMBL137526	O=C(Nc1ccccc1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccccc4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.43
CHEMBL311049	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccc(OCc2ccccc2)cc1)C(=O)C(F)(F)C(=O)N1CCOCC1	Ki	5
CHEMBL354157	O=C1N(CC#CCN2CCCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC#CCN1CCCCC1	Ki	1000
CHEMBL1163	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	Ki	0.054
CHEMBL195791	COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C2CCCCCCCCOc3c(O)cccc3C(=O)N2)cc1	Ki	0.7
CHEMBL3349487	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC	Ki	1.5
CHEMBL16526	Cc1cccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)c1	Ki	5.3
CHEMBL35980	N#Cc1ccc(CN2C(=O)N(Cc3ccc(C#N)cc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1	Ki	52
CHEMBL114	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	Ki	0.23
CHEMBL384586	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@@H](CCO)OC[C@@H]2Cc2ccccc2)cc1	Ki	30
CHEMBL335560	COc1ccc(CN(CC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)c2ccccc2)cc1OC	Ki	2.9
CHEMBL223824	Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.28
CHEMBL432887	Cc1ccccc1CNC(=O)[C@@H]1CSCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1C	Ki	8.9
CHEMBL1163	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	Ki	0.76
CHEMBL410271	CCC1(N(CCO)C(=O)c2ccccc2CCC(O)Cc2ccc(Cl)cc2C(=O)N(CCO)C(C)(C)c2ccccc2)CCCC1	Ki	2
CHEMBL329423	CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1cnc2ccccc2c1	Ki	0.2
CHEMBL327567	CC(C)(C)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)c1ccccc1	Ki	90
CHEMBL263072	O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1	Ki	0.05
CHEMBL280053	O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cccc(Cl)c3Cl)c1)C1CC1)CCCCCC2	Ki	7.6
CHEMBL298315	O=C(N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1	Ki	40
CHEMBL197165	COC(=O)N[C@H](C(=O)NN(Cc1ccccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)C	Ki	9
CHEMBL129862	COc1cccc(CN2C(=O)N(Cc3cccc(OC)c3)N(Cc3ccccc3)C[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.22
CHEMBL315306	O=C1N(Cc2ccc(F)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	3.6
CHEMBL68904	COc1cccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cccc(OC)c3)N(CC3CC3)C(=O)N2CC2CC2)c1	Ki	0.87
CHEMBL427809	O=C(Nc1nc2ccccc2[nH]1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)[C@H](Cc3ccc(O)cc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccc(O)cc2)c1	Ki	0.035
CHEMBL407310	O=C1N(Cc2ccccc2)[C@H](Cc2ccc3c(c2)OCCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)OCCO3)N1Cc1ccccc1	Ki	0.44
CHEMBL143385	C=CC(C1=C(O)OC(CCC)(CCc2ccccc2)CC1=O)c1ccccc1	Ki	16
CHEMBL43294	CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C	Ki	0.11
CHEMBL279192	CC(C)CC(c1cccc(NS(=O)(=O)c2ccc(F)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	2.8
CHEMBL116	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	Ki	35
CHEMBL293430	CC(C)(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(OCCO)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	16
CHEMBL163	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Ki	0.59
CHEMBL52494	CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	1071.52
CHEMBL143758	CCCC1(CCC)CC(=O)C(C(c2ccccc2)C2CC2)=C(O)O1	Ki	15
CHEMBL9618	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C	Ki	39.81
CHEMBL444078	COCCOCn1cc(C#CCN2C(=O)N(CC#Cc3cnn(COCCOC)c3)[C@H](Cc3ccccc3)[C@@H]3OC(C)(C)O[C@H]3[C@H]2Cc2ccccc2)cn1	Ki	1000
CHEMBL263779	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccc(C(P(=O)(O)OCc3ccccc3)P(=O)(O)OCc3ccccc3)cc2)C(C)(C)C)cc1	Ki	5248074603
CHEMBL324144	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@@H](Cc3ccccc3)C[C@@H]2Cc2ccccc2)cc1	Ki	0.8
CHEMBL59732	O=C(NC(Cc1ccccc1)C(O)CN1CCCCCCCCC/C=C/CCOC1=O)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	88
CHEMBL325525	CNC(=O)[C@@H](NC(=O)[C@H](Sc1cccs1)[C@H](O)[C@@H](O)[C@@H](Sc1cccs1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	1
CHEMBL36481	O=C1N[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1	Ki	970
CHEMBL293470	COc1ccc(CN[C@@H](C(=O)NC2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)/C=C/c2ccc(OC)c(O)c2)C(C)(C)C)cc1	Ki	5.8
CHEMBL3349479	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	14
CHEMBL167654	O=C1N(CC#Cc2cncnc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC#Cc1cncnc1	Ki	1000
CHEMBL89132	Cc1coc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)co5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)n1	Ki	0.064
CHEMBL37593	Nc1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.1
CHEMBL262466	CCC(C)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(N)=O)C(=O)NC(C(=O)O)C1CCCCC1)C(=O)N[C@H](Cc1ccccc1)C(N)=O	Ki	254
CHEMBL34661	CC(=O)c1cc(CN2C(=O)N(Cc3ccc(F)c(C(C)=O)c3)[C@H](Cc3ccc4c(c3)OCCO4)[C@H](O)[C@@H](O)[C@H]2Cc2ccc3c(c2)OCCO3)ccc1F	Ki	0.64
CHEMBL135398	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)[C@@H](O)Cc2ccccc2)C(=O)O)cc1	Ki	6.2
CHEMBL66085	COc1ccc(CN[C@@H](C(=O)NC2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CSc2nncn2C)C(C)(C)C)cc1	Ki	5.8
CHEMBL66413	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(OCCN2CCOCC2)cc1)C(=O)NC1c2ccccc2C[C@H]1O	Ki	130
CHEMBL444834	CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)OC	Ki	416.87
CHEMBL171947	COC(=O)NCCCCCC(C)(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2c(c1)OCO2	Ki	0.00012
CHEMBL478058	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](O)CC)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.7
CHEMBL457783	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.027
CHEMBL1323	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1	Ki	180
CHEMBL133951	CC(C)(C)C(C1=C(O)OC2CCCCCCC2C1=O)c1ccccc1	Ki	1500
